date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2014-06-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,10.08,4.7553
2014-06-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.88,2.7759
2014-06-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,13.23,6.244
2014-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.31,2.032
2014-06-15,,,National Average,,,pulses and nuts,"Peas (green, dry)",KG,actual,Retail,TRY,2.5,1.1792
2014-06-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.86,1.3506
2014-06-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.24,2.4722
2014-06-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.34,0.631
2014-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,7.46,3.5227
2014-06-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.09,0.5164
2014-06-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.36,0.6441
2014-07-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.24,1.531
2014-07-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.61,1.2316
2014-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.67,1.259
2014-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.65,3.1406
2014-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.6,1.2277
2014-07-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,15.58,7.3597
2014-07-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,26.75,12.6327
2014-07-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,29.04,13.7122
2014-07-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.59,1.2242
2014-07-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.37,18.1189
2014-07-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,30.78,14.5374
2014-07-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.72,18.7578
2014-07-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.48,0.6996
2014-07-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,16.56,7.8213
2014-07-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.88,1.834
2014-07-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.15,6.2093
2014-07-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.14,2.9018
2014-07-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.99,4.7159
2014-07-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.82,2.7499
2014-07-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,13.22,6.2423
2014-07-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.3,2.0287
2014-07-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.9,1.3672
2014-07-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.03,2.3772
2014-07-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.3,0.6126
2014-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.12,3.8368
2014-07-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.08,0.5089
2014-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.42,0.6713
2014-08-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.25,1.5019
2014-08-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.64,1.2221
2014-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.72,1.2575
2014-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.68,3.0909
2014-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.62,1.2115
2014-08-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,15.43,7.1377
2014-08-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,26.96,12.4743
2014-08-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,29.46,13.628
2014-08-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.67,1.2339
2014-08-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.5,17.8144
2014-08-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.48,14.5645
2014-08-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.71,18.373
2014-08-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.49,0.688
2014-08-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,16.89,7.8124
2014-08-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.95,1.8294
2014-08-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.22,6.1182
2014-08-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.13,2.8352
2014-08-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.84,4.5509
2014-08-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.87,2.7142
2014-08-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,13.25,6.1325
2014-08-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.53,2.0944
2014-08-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.84,1.3138
2014-08-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.07,2.3458
2014-08-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.57,0.7263
2014-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.77,4.0589
2014-08-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.06,0.4927
2014-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.68,0.7786
2014-09-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.26,1.4755
2014-09-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.66,1.2037
2014-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.74,1.2406
2014-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.6,2.9867
2014-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.62,1.1861
2014-09-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,14.59,6.5987
2014-09-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,27.18,12.2918
2014-09-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,30.37,13.7345
2014-09-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.71,1.228
2014-09-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.79,17.5438
2014-09-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.07,14.0518
2014-09-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.7,17.9555
2014-09-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.48,0.6707
2014-09-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,17.13,7.7487
2014-09-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.97,1.7971
2014-09-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.37,6.0479
2014-09-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.11,2.7631
2014-09-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.41,4.2579
2014-09-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.9,2.6697
2014-09-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,13.39,6.0583
2014-09-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.71,2.1284
2014-09-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.55,1.152
2014-09-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.1,2.3081
2014-09-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.51,0.6816
2014-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,9.16,4.1452
2014-09-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.06,0.4812
2014-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.75,0.7908
2014-10-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.81,1.243
2014-10-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.5,1.1093
2014-10-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.79,1.2373
2014-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.5,2.8777
2014-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.63,1.1633
2014-10-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,11.83,5.2411
2014-10-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,24.38,10.7984
2014-10-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,27.29,12.088
2014-10-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.78,1.2306
2014-10-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.62,16.6676
2014-10-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.63,14.0137
2014-10-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,27.69,12.2669
2014-10-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.4,0.622
2014-10-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,17.57,7.7852
2014-10-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.04,1.7879
2014-10-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.05,5.7811
2014-10-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.18,2.7377
2014-10-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,8.67,3.8408
2014-10-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.64,2.5007
2014-10-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,11.96,5.296
2014-10-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.72,2.0909
2014-10-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.37,1.049
2014-10-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.01,2.2176
2014-10-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.04,0.4612
2014-10-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.24,0.9941
2014-10-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.5,0.6654
2014-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.46,3.7477
2014-10-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.12,0.4948
2014-10-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,2.33,1.0326
2014-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.26,1.0025
2014-11-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.91,1.3033
2014-11-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.6,1.1615
2014-11-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.83,1.267
2014-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.64,2.9715
2014-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.65,1.1843
2014-11-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,12.75,5.7023
2014-11-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,6.64,2.9692
2014-11-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,24.61,11.0065
2014-11-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,27.29,12.2038
2014-11-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.79,1.2487
2014-11-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.13,16.6051
2014-11-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.64,14.1524
2014-11-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,29.12,13.0254
2014-11-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.42,0.6351
2014-11-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,17.95,8.0288
2014-11-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.07,1.822
2014-11-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.11,5.8624
2014-11-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.18,2.7662
2014-11-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,8.28,3.7018
2014-11-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.67,2.5336
2014-11-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.25,5.4787
2014-11-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.96,2.2192
2014-11-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.22,0.9933
2014-11-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,4.85,2.1678
2014-11-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.03,0.4589
2014-11-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.95,1.318
2014-11-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,2.06,0.9222
2014-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.85,3.9598
2014-11-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.16,0.5188
2014-11-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,1.58,0.7062
2014-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.46,1.098
2014-12-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.85,1.2441
2014-12-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.63,1.1483
2014-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.84,1.2363
2014-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.72,2.9301
2014-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.65,1.157
2014-12-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,12.94,5.638
2014-12-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,24.05,10.4785
2014-12-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,27.66,12.0543
2014-12-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.84,1.2389
2014-12-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.02,16.1305
2014-12-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.66,13.7961
2014-12-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,27.62,12.0342
2014-12-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.42,0.6175
2014-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.72,1.6224
2014-12-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,18.28,7.9672
2014-12-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.09,1.7827
2014-12-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.04,5.6803
2014-12-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.26,2.7279
2014-12-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,8.05,3.5062
2014-12-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.64,2.4564
2014-12-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.21,5.3203
2014-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,5.0,2.1789
2014-12-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.25,0.9792
2014-12-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,4.6,2.0045
2014-12-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.09,0.4759
2014-12-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.21,0.9648
2014-12-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,2.34,1.0206
2014-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.96,3.9049
2014-12-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.18,0.5151
2014-12-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,1.18,0.5146
2014-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.07,0.9016
2015-01-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.0,1.2851
2015-01-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.69,1.1519
2015-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.93,1.2542
2015-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.75,2.8936
2015-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.68,1.1497
2015-01-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,13.48,5.776
2015-01-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,24.18,10.3578
2015-01-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,28.24,12.0965
2015-01-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.84,1.217
2015-01-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.34,15.9937
2015-01-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.95,13.6853
2015-01-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,27.37,11.7234
2015-01-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.44,0.6186
2015-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.75,1.6076
2015-01-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,18.32,7.8467
2015-01-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.11,1.7588
2015-01-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,16.57,7.0975
